id,loan_pred,loan_prob
69384,0,0.072
69385,0,0.0957
69386,0,0.0047
69387,1,0.9966
69388,0,0.2815
69389,0,0.0162
69390,0,0.0327
69391,0,0.0085
69392,0,0.0283
69393,0,0.0126
69394,0,0.0087
69395,0,0.035
69396,0,0.0138
69397,0,0.1099
69398,0,0.1086
69399,1,0.9681
69400,0,0.0058
69401,0,0.0108
69402,0,0.0006
69403,0,0.0102
69404,1,0.6543
69405,0,0.0039
69406,0,0.0236
69407,0,0.1345
69408,0,0.057
69409,0,0.0256
69410,0,0.0494
69411,0,0.109
69412,0,0.0194
69413,0,0.008
69414,0,0.0266
69415,0,0.101
69416,0,0.0388
69417,0,0.0122
69418,0,0.0107
69419,0,0.1909
69420,0,0.0288
69421,0,0.0061
69422,0,0.1371
69423,0,0.1284
69424,0,0.2231
69425,0,0.0517
69426,0,0.0651
69427,0,0.022
69428,0,0.4334
69429,0,0.1036
69430,0,0.0271
69431,0,0.0098
69432,0,0.0035
69433,0,0.0346
69434,0,0.0312
69435,0,0.0213
69436,0,0.0219
69437,0,0.0479
69438,0,0.0285
69439,0,0.0076
69440,0,0.0149
69441,0,0.0065
69442,0,0.0064
69443,1,0.9636
69444,0,0.0064
69445,0,0.0158
69446,0,0.0073
69447,0,0.0084
69448,0,0.0377
69449,0,0.0128
69450,0,0.0163
69451,0,0.0097
69452,0,0.1517
69453,0,0.0388
69454,0,0.0068
69455,0,0.0376
69456,0,0.0374
69457,0,0.0595
69458,0,0.0539
69459,0,0.027
69460,0,0.028
69461,1,0.9077
69462,0,0.1011
69463,0,0.0016
69464,0,0.0339
69465,0,0.0321
69466,0,0.0646
69467,0,0.0109
69468,0,0.0455
69469,0,0.0398
69470,0,0.04
69471,0,0.0126
69472,0,0.0159
69473,0,0.0089
69474,0,0.0236
69475,0,0.0316
69476,0,0.0915
69477,0,0.0079
69478,0,0.0245
69479,0,0.0192
69480,0,0.0836
69481,0,0.0127
69482,0,0.0409
69483,0,0.0017
69484,0,0.0189
69485,0,0.0707
69486,0,0.005
69487,0,0.006
69488,0,0.0259
69489,0,0.0167
69490,0,0.0272
69491,0,0.0204
69492,0,0.0283
69493,0,0.0859
69494,0,0.129
69495,0,0.0828
69496,0,0.0173
69497,0,0.0614
69498,0,0.0211
69499,0,0.1019
69500,0,0.1781
69501,0,0.0653
69502,0,0.01
69503,0,0.0159
69504,0,0.0551
69505,0,0.0678
69506,0,0.0098
69507,0,0.0216
69508,0,0.1481
69509,0,0.0047
69510,0,0.0165
69511,0,0.0189
69512,0,0.0255
69513,0,0.03
69514,0,0.3803
69515,0,0.0158
69516,0,0.0746
69517,0,0.0205
69518,0,0.0088
69519,0,0.038
69520,0,0.0206
69521,0,0.0824
69522,0,0.0396
69523,1,0.9377
69524,1,0.8242
69525,1,0.9968
69526,1,0.9736
69527,0,0.0248
69528,0,0.0058
69529,0,0.0143
69530,1,0.8637
69531,0,0.0276
69532,0,0.0167
69533,0,0.0774
69534,0,0.2632
69535,0,0.0787
69536,0,0.0099
69537,0,0.1939
69538,0,0.0496
69539,0,0.0055
69540,0,0.0966
69541,0,0.0159
69542,0,0.0519
69543,0,0.0602
69544,0,0.2948
69545,1,0.987
69546,0,0.0499
69547,0,0.106
69548,0,0.0124
69549,0,0.0084
69550,0,0.0117
69551,0,0.0201
69552,0,0.0255
69553,0,0.0232
69554,0,0.261
69555,0,0.0608
69556,0,0.0283
69557,0,0.0041
69558,0,0.0106
69559,1,0.9534
69560,1,0.8978
69561,0,0.0315
69562,0,0.4106
69563,0,0.0145
69564,1,0.9804
69565,0,0.024
69566,0,0.0154
69567,0,0.0331
69568,0,0.0868
69569,0,0.003
69570,0,0.0189
69571,0,0.0016
69572,0,0.0066
69573,1,0.9853
69574,0,0.006
69575,0,0.0304
69576,0,0.0521
69577,1,0.9672
69578,1,0.9877
69579,0,0.2578
69580,0,0.0872
69581,0,0.0073
69582,1,0.8033
69583,0,0.1179
69584,0,0.0191
69585,0,0.0297
69586,0,0.0508
69587,0,0.0069
69588,0,0.0114
69589,0,0.0998
69590,0,0.006
69591,0,0.0135
69592,0,0.3929
69593,0,0.4329
69594,0,0.0226
69595,0,0.0127
69596,0,0.0262
69597,1,0.9426
69598,0,0.0327
69599,0,0.0694
69600,0,0.0045
69601,0,0.0236
69602,0,0.0328
69603,1,0.9431
69604,0,0.0401
69605,0,0.0615
69606,0,0.0019
69607,0,0.1318
69608,0,0.0369
69609,0,0.086
69610,1,0.9778
69611,0,0.0145
69612,0,0.0386
69613,0,0.0422
69614,0,0.0542
69615,0,0.0097
69616,0,0.0217
69617,0,0.0489
69618,0,0.0023
69619,1,0.9928
69620,0,0.0094
69621,0,0.0302
69622,0,0.0191
69623,0,0.1847
69624,0,0.131
69625,0,0.0918
69626,0,0.0563
69627,0,0.007
69628,0,0.0174
69629,0,0.1729
69630,1,0.9533
69631,1,0.966
69632,0,0.0252
69633,0,0.2296
69634,0,0.0031
69635,0,0.0043
69636,0,0.0039
69637,0,0.0762
69638,0,0.0694
69639,1,0.9625
69640,0,0.0043
69641,0,0.1273
69642,0,0.0039
69643,0,0.0969
69644,1,0.9941
69645,0,0.0225
69646,0,0.0036
69647,0,0.0183
69648,1,0.9919
69649,0,0.1207
69650,0,0.0259
69651,0,0.0234
69652,0,0.0153
69653,0,0.0017
69654,0,0.0188
69655,0,0.0039
69656,0,0.016
69657,0,0.0288
69658,0,0.024
69659,0,0.0727
69660,0,0.2396
69661,0,0.0748
69662,1,0.9368
69663,0,0.0014
69664,0,0.007
69665,1,0.8089
69666,0,0.0846
69667,0,0.0188
69668,1,0.9198
69669,0,0.0062
69670,0,0.0062
69671,0,0.016
69672,0,0.0945
69673,0,0.2873
69674,1,0.6429
69675,0,0.0168
69676,0,0.0329
69677,0,0.0357
69678,0,0.0226
69679,1,0.9854
69680,0,0.0159
69681,0,0.0137
69682,0,0.0106
69683,0,0.0106
69684,0,0.2188
69685,0,0.0898
69686,0,0.0384
69687,0,0.0663
69688,0,0.0006
69689,0,0.0839
69690,0,0.0423
69691,0,0.025
69692,0,0.0463
69693,0,0.1505
69694,0,0.0119
69695,0,0.0022
69696,0,0.3206
69697,1,0.9744
69698,0,0.0555
69699,0,0.0111
69700,0,0.0191
69701,0,0.0116
69702,0,0.0247
69703,0,0.0318
69704,0,0.1173
69705,0,0.0057
69706,0,0.0251
69707,0,0.1502
69708,0,0.2939
69709,0,0.0329
69710,0,0.0262
69711,0,0.2586
69712,0,0.069
69713,0,0.0141
69714,1,0.9444
69715,0,0.0255
69716,0,0.0357
69717,0,0.0511
69718,0,0.0887
69719,0,0.0239
69720,1,0.9734
69721,0,0.039
69722,0,0.0213
69723,0,0.0099
69724,0,0.021
69725,0,0.0103
69726,0,0.0187
69727,0,0.0304
69728,0,0.1862
69729,0,0.0068
69730,0,0.0255
69731,0,0.0343
69732,0,0.0163
69733,0,0.0043
69734,0,0.0045
69735,0,0.0087
69736,0,0.0045
69737,0,0.041
69738,0,0.3807
69739,0,0.0062
69740,0,0.0126
69741,0,0.0874
69742,0,0.0119
69743,0,0.055
69744,0,0.0158
69745,0,0.0088
69746,0,0.0231
69747,0,0.0429
69748,0,0.0115
69749,0,0.086
69750,0,0.0093
69751,0,0.0106
69752,0,0.1477
69753,0,0.0246
69754,0,0.0096
69755,1,0.98
69756,0,0.0334
69757,0,0.0066
69758,0,0.0111
69759,0,0.0178
69760,0,0.0107
69761,0,0.0038
69762,0,0.0272
69763,0,0.0217
69764,0,0.0163
69765,0,0.0096
69766,0,0.0249
69767,0,0.0105
69768,0,0.0931
69769,1,0.7878
69770,0,0.0124
69771,0,0.0156
69772,0,0.0576
69773,1,0.7502
69774,1,0.9853
69775,0,0.0166
69776,0,0.033
69777,0,0.013
69778,0,0.0612
69779,0,0.0336
69780,0,0.0581
69781,0,0.0343
69782,1,0.7196
69783,0,0.0043
69784,0,0.0158
69785,0,0.0623
69786,0,0.0303
69787,0,0.0769
69788,0,0.0068
69789,0,0.0085
69790,0,0.0063
69791,0,0.0137
69792,0,0.0111
69793,0,0.0459
69794,0,0.0132
69795,0,0.05
69796,0,0.0032
69797,0,0.0697
69798,0,0.011
69799,0,0.0342
69800,0,0.0052
69801,1,0.9682
69802,0,0.0128
69803,0,0.0212
69804,1,0.9468
69805,0,0.0491
69806,0,0.0065
69807,0,0.0236
69808,0,0.0516
69809,0,0.0192
69810,1,0.9481
69811,0,0.036
69812,0,0.0157
69813,0,0.0118
69814,0,0.0898
69815,0,0.0585
69816,0,0.0039
69817,0,0.0305
69818,0,0.0091
69819,0,0.1798
69820,0,0.0039
69821,1,0.995
69822,0,0.163
69823,0,0.2666
69824,0,0.1834
69825,0,0.0175
69826,0,0.0174
69827,0,0.018
69828,0,0.0465
69829,1,0.9989
69830,0,0.026
69831,0,0.4936
69832,0,0.0103
69833,0,0.0754
69834,0,0.0148
69835,0,0.0042
69836,0,0.2691
69837,0,0.0556
69838,0,0.0301
69839,0,0.0929
69840,0,0.0113
69841,0,0.0068
69842,0,0.0181
69843,0,0.0321
69844,0,0.2476
69845,0,0.001
69846,0,0.0176
69847,0,0.1117
69848,0,0.0416
69849,0,0.0212
69850,0,0.0748
69851,0,0.0107
69852,0,0.023
69853,0,0.0371
69854,0,0.0978
69855,0,0.0306
69856,0,0.1752
69857,1,0.8183
69858,0,0.0733
69859,0,0.009
69860,0,0.015
69861,1,0.9946
69862,0,0.0161
69863,0,0.0033
69864,1,0.9582
69865,0,0.0315
69866,0,0.0078
69867,1,0.9427
69868,0,0.016
69869,0,0.0512
69870,0,0.0049
69871,0,0.0075
69872,1,0.9196
69873,0,0.0801
69874,0,0.0416
69875,0,0.0082
69876,0,0.1188
69877,0,0.0252
69878,0,0.0088
69879,0,0.0253
69880,0,0.0202
69881,0,0.0264
69882,0,0.0146
69883,0,0.0941
69884,1,0.9733
69885,0,0.3781
69886,0,0.0275
69887,0,0.0488
69888,0,0.0563
69889,0,0.1447
69890,0,0.0908
69891,0,0.0168
69892,0,0.0407
69893,0,0.1455
69894,0,0.0096
69895,1,0.9742
69896,1,0.88
69897,0,0.0424
69898,0,0.0404
69899,0,0.0022
69900,0,0.317
69901,1,0.9583
69902,0,0.0441
69903,0,0.0515
69904,0,0.0231
69905,0,0.0063
69906,0,0.0049
69907,0,0.0761
69908,0,0.0263
69909,0,0.0171
69910,0,0.0448
69911,0,0.0982
69912,0,0.008
69913,0,0.1362
69914,0,0.0532
69915,0,0.1069
69916,0,0.0068
69917,1,0.5535
69918,0,0.1229
69919,0,0.0536
69920,0,0.0193
69921,0,0.0314
69922,0,0.0164
69923,0,0.0071
69924,0,0.0376
69925,0,0.0054
69926,1,0.7892
69927,0,0.0165
69928,0,0.0777
69929,0,0.0139
69930,0,0.0443
69931,0,0.0221
69932,0,0.1016
69933,0,0.0375
69934,0,0.0436
69935,0,0.0423
69936,0,0.0231
69937,0,0.0136
69938,0,0.0264
69939,0,0.2608
69940,0,0.0044
69941,0,0.0314
69942,0,0.0026
69943,0,0.0235
69944,0,0.0078
69945,0,0.0534
69946,1,0.9685
69947,0,0.0024
69948,0,0.0153
69949,0,0.0143
69950,0,0.1028
69951,0,0.1861
69952,0,0.0505
69953,0,0.0124
69954,0,0.27
69955,1,0.8549
69956,0,0.0338
69957,0,0.0408
69958,1,0.9934
69959,1,0.9929
69960,0,0.0037
69961,0,0.006
69962,1,0.79
69963,0,0.0777
69964,0,0.1562
69965,1,0.5953
69966,0,0.0084
69967,0,0.0466
69968,0,0.011
69969,0,0.0071
69970,0,0.003
69971,0,0.0064
69972,0,0.0871
69973,0,0.0364
69974,0,0.0084
69975,0,0.0108
69976,1,0.9646
69977,0,0.0073
69978,0,0.3464
69979,0,0.019
69980,0,0.053
69981,0,0.0254
69982,0,0.0456
69983,0,0.0159
69984,0,0.0058
69985,0,0.0078
69986,0,0.0236
69987,0,0.0114
69988,0,0.0408
69989,0,0.0148
69990,1,0.5632
69991,0,0.0641
69992,0,0.0108
69993,0,0.0174
69994,0,0.0034
69995,0,0.0359
69996,0,0.0057
69997,0,0.0799
69998,0,0.0556
69999,0,0.0097
70000,0,0.007
70001,0,0.0972
70002,0,0.0205
70003,0,0.0274
70004,0,0.0073
70005,0,0.0307
70006,0,0.0147
70007,0,0.0092
70008,0,0.0291
70009,0,0.0349
70010,1,0.725
70011,0,0.0833
70012,0,0.2548
70013,0,0.0614
70014,0,0.0266
70015,0,0.0392
70016,0,0.0205
70017,0,0.0263
70018,0,0.0055
70019,0,0.0197
70020,0,0.0334
70021,0,0.0083
70022,0,0.0158
70023,0,0.0873
70024,0,0.0095
70025,0,0.0186
70026,0,0.0746
70027,0,0.0121
70028,0,0.0103
70029,0,0.0113
70030,0,0.0042
70031,0,0.0227
70032,1,0.9571
70033,1,0.9763
70034,0,0.0168
70035,0,0.0228
70036,0,0.0344
70037,0,0.0034
70038,0,0.0037
70039,1,0.9929
70040,0,0.0155
70041,0,0.1067
70042,1,0.9498
70043,0,0.0081
70044,0,0.0174
70045,0,0.0981
70046,0,0.0115
70047,0,0.0171
70048,0,0.0531
70049,0,0.0062
70050,0,0.0493
70051,0,0.1837
70052,0,0.0441
70053,1,0.9961
70054,1,0.983
70055,0,0.0094
70056,0,0.0108
70057,0,0.0151
70058,0,0.0093
70059,0,0.1294
70060,0,0.0504
70061,0,0.0228
70062,0,0.0381
70063,0,0.1442
70064,0,0.0671
70065,0,0.0126
70066,1,0.9915
70067,0,0.0205
70068,0,0.0105
70069,0,0.1887
70070,0,0.0338
70071,0,0.0369
70072,1,0.9921
70073,0,0.0245
70074,0,0.0017
70075,0,0.0025
70076,0,0.0051
70077,0,0.0412
70078,0,0.0145
70079,0,0.0162
70080,0,0.0157
70081,0,0.0275
70082,0,0.0213
70083,0,0.0097
70084,0,0.0087
70085,1,0.9451
70086,0,0.0202
70087,0,0.0079
70088,0,0.0148
70089,0,0.049
70090,0,0.0338
70091,0,0.0238
70092,1,0.9793
70093,0,0.062
70094,1,0.8604
70095,0,0.122
70096,0,0.0219
70097,1,0.771
70098,0,0.019
70099,0,0.0091
70100,0,0.0107
70101,0,0.0069
70102,1,0.9623
70103,0,0.004
70104,0,0.0042
70105,0,0.1347
70106,1,0.9712
70107,0,0.0178
70108,0,0.0118
70109,0,0.0563
70110,0,0.0088
70111,0,0.0842
70112,1,0.9768
70113,0,0.0118
70114,0,0.2266
70115,0,0.0599
70116,0,0.0046
70117,0,0.0066
70118,0,0.0381
70119,0,0.0252
70120,0,0.0777
70121,0,0.1052
70122,0,0.0327
70123,0,0.0119
70124,0,0.0459
70125,0,0.0399
70126,0,0.0006
70127,0,0.0308
70128,0,0.009
70129,0,0.01
70130,0,0.0151
70131,1,0.9624
70132,0,0.0374
70133,1,0.9092
70134,1,0.971
70135,0,0.0114
70136,0,0.0183
70137,1,0.9804
70138,0,0.0018
70139,0,0.0111
70140,0,0.0058
70141,0,0.0077
70142,0,0.039
70143,0,0.0603
70144,0,0.0089
70145,0,0.0019
70146,0,0.0049
70147,0,0.0198
70148,1,0.9403
70149,0,0.0082
70150,0,0.0096
70151,0,0.0041
70152,0,0.008
70153,0,0.0598
70154,0,0.0068
70155,0,0.1529
70156,0,0.0325
70157,0,0.0487
70158,0,0.0105
70159,1,0.8742
70160,0,0.0429
70161,0,0.0293
70162,0,0.0087
70163,0,0.0246
70164,0,0.0061
70165,0,0.055
70166,0,0.0084
70167,1,0.9856
70168,0,0.0151
70169,0,0.0284
70170,0,0.0024
70171,1,0.9683
70172,1,0.7901
70173,0,0.009
70174,0,0.0085
70175,0,0.0237
70176,0,0.0042
70177,0,0.0121
70178,0,0.0057
70179,1,0.9825
70180,0,0.0867
70181,0,0.0287
70182,0,0.0752
70183,0,0.01
70184,0,0.0292
70185,0,0.0184
70186,1,0.9113
70187,0,0.0219
70188,0,0.0049
70189,0,0.0624
70190,0,0.0322
70191,0,0.0148
70192,0,0.0098
70193,0,0.0172
70194,0,0.0366
70195,0,0.0782
70196,0,0.0131
70197,1,0.9518
70198,0,0.0313
70199,0,0.0213
70200,0,0.1051
70201,1,0.9649
70202,0,0.157
70203,1,0.9588
70204,0,0.0117
70205,0,0.0129
70206,0,0.1164
70207,0,0.0495
70208,0,0.0888
70209,0,0.0507
70210,0,0.0203
70211,0,0.1021
70212,0,0.0255
70213,0,0.0674
70214,0,0.0571
70215,0,0.0351
70216,1,0.9706
70217,0,0.0012
70218,0,0.0125
70219,0,0.2783
70220,0,0.0144
70221,0,0.0216
70222,0,0.0079
70223,0,0.0104
70224,1,0.8093
70225,0,0.042
70226,0,0.06
70227,0,0.0109
70228,0,0.1508
70229,0,0.0143
70230,1,0.9469
70231,0,0.1601
70232,0,0.0134
70233,0,0.0091
70234,0,0.0283
70235,0,0.0224
70236,0,0.0036
70237,0,0.0352
70238,0,0.3082
70239,0,0.0073
70240,0,0.0226
70241,0,0.0466
70242,0,0.1
70243,0,0.0586
70244,0,0.2208
70245,0,0.0067
70246,0,0.0135
70247,0,0.019
70248,0,0.0177
70249,0,0.0117
70250,0,0.0366
70251,0,0.0437
70252,0,0.1362
70253,1,0.9172
70254,0,0.0529
70255,0,0.0244
70256,0,0.0149
70257,0,0.0676
70258,0,0.0114
70259,0,0.0124
70260,0,0.0054
70261,0,0.0061
70262,0,0.0201
70263,0,0.0536
70264,0,0.0049
70265,0,0.0084
70266,0,0.0685
70267,0,0.0083
70268,0,0.0122
70269,0,0.0262
70270,1,0.9052
70271,0,0.0333
70272,0,0.0065
70273,0,0.0196
70274,0,0.0196
70275,0,0.0275
70276,0,0.3713
70277,0,0.0336
70278,0,0.0558
70279,0,0.0074
70280,0,0.0064
70281,0,0.0114
70282,0,0.1681
70283,0,0.0362
70284,1,0.8431
70285,0,0.0087
70286,0,0.0466
70287,0,0.3568
70288,0,0.0099
70289,1,0.7588
70290,0,0.0422
70291,0,0.1087
70292,0,0.0276
70293,0,0.0246
70294,0,0.0187
70295,0,0.0556
70296,0,0.0225
70297,0,0.2368
70298,0,0.0172
70299,0,0.0054
70300,0,0.008
70301,1,0.913
70302,0,0.0591
70303,0,0.0102
70304,0,0.0165
70305,0,0.1723
70306,0,0.0216
70307,1,0.8844
70308,0,0.0175
70309,0,0.0113
70310,0,0.0059
70311,1,0.9216
70312,0,0.0054
70313,0,0.0053
70314,0,0.0332
70315,0,0.0757
70316,0,0.0037
70317,1,0.8962
70318,0,0.0346
70319,0,0.0182
70320,0,0.0136
70321,0,0.0088
70322,0,0.0393
70323,0,0.0214
70324,0,0.0266
70325,0,0.0145
70326,0,0.0319
70327,1,0.8124
70328,1,0.5505
70329,0,0.0321
70330,0,0.0016
70331,0,0.0087
70332,0,0.0042
70333,0,0.0094
70334,0,0.4139
70335,0,0.0489
70336,0,0.0662
70337,1,0.9748
70338,0,0.468
70339,0,0.0119
70340,0,0.0955
70341,0,0.0022
70342,0,0.0598
70343,0,0.07
70344,0,0.1244
70345,0,0.0159
70346,1,0.9775
70347,0,0.0097
70348,0,0.0939
70349,0,0.083
70350,0,0.046
70351,0,0.0263
70352,0,0.004
70353,0,0.0199
70354,0,0.0452
70355,0,0.111
70356,0,0.2743
70357,0,0.0251
70358,0,0.0125
70359,0,0.034
70360,0,0.0166
70361,0,0.0097
70362,0,0.0149
70363,0,0.0466
70364,0,0.0037
70365,0,0.0465
70366,0,0.0113
70367,0,0.0293
70368,0,0.0324
70369,0,0.0294
70370,0,0.2715
70371,0,0.0085
70372,0,0.1193
70373,0,0.0474
70374,0,0.0234
70375,0,0.0153
70376,0,0.0101
70377,0,0.0828
70378,0,0.0564
70379,0,0.0386
70380,0,0.0224
70381,0,0.098
70382,0,0.1252
70383,0,0.148
70384,0,0.0323
70385,0,0.0155
70386,1,0.9763
70387,0,0.0265
70388,0,0.3977
70389,0,0.0205
70390,0,0.0163
70391,0,0.0232
70392,0,0.0017
70393,0,0.0042
70394,0,0.0032
70395,0,0.1181
70396,0,0.038
70397,0,0.0791
70398,0,0.0037
70399,1,0.9631
70400,0,0.1058
70401,0,0.0071
70402,0,0.0745
70403,0,0.0775
70404,0,0.1307
70405,0,0.0391
70406,0,0.0578
70407,1,0.9779
70408,0,0.1026
70409,0,0.0314
70410,0,0.1989
70411,0,0.0344
70412,0,0.0035
70413,0,0.0502
70414,0,0.0276
70415,0,0.1045
70416,0,0.0135
70417,0,0.0097
70418,0,0.0063
70419,0,0.0187
70420,0,0.0271
70421,0,0.0064
70422,0,0.0813
70423,0,0.0914
70424,0,0.0446
70425,0,0.0431
70426,0,0.0279
70427,0,0.0216
70428,0,0.0257
70429,0,0.0651
70430,0,0.0348
70431,0,0.0351
70432,0,0.0535
70433,0,0.1079
70434,0,0.1395
70435,0,0.0193
70436,0,0.0116
70437,0,0.0315
70438,0,0.0257
70439,0,0.0044
70440,0,0.0972
70441,0,0.0111
70442,0,0.0297
70443,1,0.9608
70444,0,0.0168
70445,1,0.7114
70446,1,0.9
70447,0,0.0477
70448,0,0.0408
70449,0,0.0143
70450,0,0.0677
70451,0,0.1515
70452,1,0.9652
70453,0,0.1055
70454,0,0.023
70455,0,0.0272
70456,0,0.0627
70457,0,0.0082
70458,0,0.0371
70459,0,0.0052
70460,1,0.9871
70461,0,0.0656
70462,0,0.0951
70463,0,0.0083
70464,0,0.0707
70465,0,0.0127
70466,0,0.0138
70467,1,0.9609
70468,1,0.9685
70469,0,0.0022
70470,0,0.0133
70471,0,0.0012
70472,0,0.0362
70473,1,0.9103
70474,0,0.0032
70475,1,0.9821
70476,0,0.0235
70477,0,0.0189
70478,0,0.037
70479,1,0.9652
70480,0,0.0822
70481,0,0.2243
70482,0,0.0078
70483,0,0.0273
70484,0,0.0594
70485,0,0.0489
70486,0,0.0316
70487,1,0.91
70488,0,0.0076
70489,0,0.0316
70490,0,0.016
70491,1,0.5768
70492,0,0.0094
70493,0,0.0431
70494,0,0.3124
70495,0,0.0051
70496,0,0.0198
70497,0,0.0459
70498,0,0.025
70499,1,0.9802
70500,0,0.0165
70501,0,0.0032
70502,1,0.9761
70503,0,0.0304
70504,0,0.0321
70505,0,0.0813
70506,0,0.0161
70507,0,0.0109
70508,1,0.9487
70509,0,0.4514
70510,0,0.0551
70511,0,0.0036
70512,0,0.0108
70513,0,0.0269
70514,0,0.0057
70515,0,0.0741
70516,0,0.0076
70517,0,0.0371
70518,0,0.0034
70519,0,0.0044
70520,0,0.0133
70521,0,0.0068
70522,0,0.0258
70523,0,0.0054
70524,0,0.0178
70525,0,0.0535
70526,1,0.9068
70527,0,0.0776
70528,0,0.0224
70529,0,0.1366
70530,0,0.0116
70531,0,0.0456
70532,0,0.0438
70533,0,0.0817
70534,0,0.0145
70535,0,0.0053
70536,0,0.0071
70537,0,0.0057
70538,0,0.0198
70539,0,0.0402
70540,0,0.0072
70541,0,0.0096
70542,0,0.0228
70543,1,0.968
70544,0,0.0414
70545,0,0.0074
70546,0,0.0242
70547,0,0.0089
70548,0,0.0601
70549,0,0.0083
70550,1,0.9547
70551,0,0.0268
70552,0,0.0271
70553,0,0.0162
70554,0,0.0113
70555,0,0.0424
70556,0,0.0037
70557,0,0.0116
70558,0,0.0081
70559,0,0.016
70560,0,0.0097
70561,0,0.0054
70562,0,0.0043
70563,1,0.8973
70564,0,0.1416
70565,0,0.0117
70566,0,0.0123
70567,1,0.9943
70568,0,0.0615
70569,0,0.0416
70570,0,0.0032
70571,0,0.0293
70572,0,0.0361
70573,0,0.0066
70574,0,0.0543
70575,0,0.0738
70576,0,0.2867
70577,0,0.0123
70578,0,0.006
70579,0,0.0096
70580,0,0.0456
70581,0,0.007
70582,0,0.1614
70583,0,0.0216
70584,0,0.0229
70585,0,0.0243
70586,0,0.0332
70587,0,0.0025
70588,0,0.0123
70589,0,0.0135
70590,0,0.0508
70591,0,0.0093
70592,0,0.0144
70593,0,0.1548
70594,0,0.0743
70595,0,0.0075
70596,1,0.9009
70597,0,0.0125
70598,0,0.0349
70599,0,0.0137
70600,0,0.0018
70601,0,0.0106
70602,0,0.0274
70603,0,0.1282
70604,0,0.0514
70605,0,0.0355
70606,0,0.0345
70607,0,0.029
70608,0,0.0529
70609,0,0.0099
70610,0,0.0116
70611,0,0.0085
70612,0,0.0887
70613,1,0.9784
70614,0,0.1189
70615,0,0.0242
70616,0,0.0291
70617,0,0.0153
70618,0,0.0047
70619,0,0.0748
70620,0,0.0119
70621,0,0.0178
70622,0,0.2106
70623,0,0.0254
70624,0,0.2088
70625,0,0.0139
70626,0,0.0068
70627,0,0.0193
70628,0,0.0064
70629,0,0.0086
70630,0,0.0116
70631,0,0.0115
70632,0,0.1532
70633,0,0.0366
70634,0,0.0169
70635,0,0.0107
70636,0,0.0987
70637,1,0.9815
70638,0,0.0105
70639,0,0.0062
70640,0,0.0133
70641,0,0.2608
70642,0,0.0063
70643,0,0.049
70644,0,0.0043
70645,0,0.0057
70646,0,0.0063
70647,0,0.0191
70648,0,0.0312
70649,0,0.0108
70650,0,0.0055
70651,0,0.0369
70652,0,0.0148
70653,0,0.0937
70654,0,0.0385
70655,0,0.0355
70656,0,0.0514
70657,0,0.0085
70658,0,0.0191
70659,0,0.1084
70660,1,0.9576
70661,1,0.7344
70662,0,0.0121
70663,0,0.0062
70664,0,0.0067
70665,0,0.0374
70666,0,0.0588
70667,0,0.0307
70668,0,0.005
70669,1,0.9497
70670,0,0.2727
70671,0,0.1351
70672,0,0.0802
70673,0,0.0346
70674,0,0.017
70675,0,0.0281
70676,0,0.0102
70677,0,0.0163
70678,1,0.9484
70679,0,0.0371
70680,0,0.0452
70681,0,0.0175
70682,0,0.1179
70683,0,0.0141
70684,0,0.0069
70685,0,0.0172
70686,0,0.0071
70687,0,0.0238
70688,0,0.0154
70689,0,0.0049
70690,0,0.0099
70691,0,0.0345
70692,0,0.0747
70693,0,0.0153
70694,0,0.0127
70695,0,0.1649
70696,1,0.6681
70697,0,0.0033
70698,0,0.0435
70699,0,0.0071
70700,0,0.0049
70701,0,0.3009
70702,0,0.0141
70703,0,0.4328
70704,0,0.0128
70705,0,0.0038
70706,0,0.0122
70707,0,0.0927
70708,0,0.0556
70709,0,0.0442
70710,0,0.0159
70711,0,0.0115
70712,0,0.0207
70713,0,0.0396
70714,0,0.1753
70715,1,0.9882
70716,0,0.0218
70717,0,0.0229
70718,0,0.0534
70719,0,0.0187
70720,0,0.0116
70721,0,0.0352
70722,0,0.0034
70723,0,0.0173
70724,0,0.4072
70725,0,0.0077
70726,1,0.856
70727,0,0.0144
70728,0,0.003
70729,0,0.0447
70730,0,0.1429
70731,0,0.0106
70732,0,0.0331
70733,0,0.0891
70734,0,0.0886
70735,0,0.0051
70736,0,0.0285
70737,0,0.0254
70738,0,0.0922
70739,0,0.0185
70740,0,0.0087
70741,0,0.0411
70742,0,0.0158
70743,0,0.0491
70744,1,0.9339
70745,0,0.0104
70746,0,0.079
70747,0,0.0111
70748,0,0.0128
70749,0,0.0255
70750,0,0.019
70751,0,0.0501
70752,0,0.0378
70753,0,0.0143
70754,0,0.0095
70755,0,0.0125
70756,0,0.4198
70757,1,0.9572
70758,1,0.9906
70759,0,0.1056
70760,0,0.0038
70761,0,0.0715
70762,0,0.0689
70763,0,0.0146
70764,0,0.08
70765,0,0.0197
70766,0,0.0149
70767,0,0.0202
70768,0,0.0149
70769,1,0.9989
70770,0,0.0298
70771,0,0.002
70772,0,0.0198
70773,0,0.0021
70774,0,0.0041
70775,0,0.0039
70776,0,0.0306
70777,0,0.0508
70778,1,0.9253
70779,0,0.0843
70780,0,0.0479
70781,0,0.0178
70782,0,0.0028
70783,0,0.0044
70784,0,0.0176
70785,0,0.0272
70786,1,0.9744
70787,0,0.0962
70788,0,0.0089
70789,0,0.0139
70790,0,0.0072
70791,1,0.9402
70792,0,0.0193
70793,0,0.0083
