id,Failure_pred,prob
146676,0,0.0006
146677,0,0.0028
146678,0,0.002
146679,1,0.9666
146680,0,0.0007
146681,0,0.0004
146682,0,0.0048
146683,0,0.0038
146684,0,0.0008
146685,0,0.0021
146686,0,0.006
146687,0,0.0008
146688,0,0.0013
146689,0,0.0075
146690,0,0.0011
146691,0,0.0065
146692,0,0.0008
146693,0,0.0204
146694,0,0.0025
146695,0,0.0024
146696,0,0.0009
146697,0,0.0071
146698,1,0.9942
146699,0,0.0045
146700,0,0.0012
146701,0,0.0013
146702,0,0.0015
146703,0,0.0031
146704,0,0.0033
146705,0,0.001
146706,0,0.0004
146707,0,0.0042
146708,0,0.0049
146709,0,0.0012
146710,0,0.0014
146711,0,0.0004
146712,0,0.0004
146713,0,0.0012
146714,0,0.0136
146715,0,0.0026
146716,0,0.0134
146717,0,0.0009
146718,0,0.0021
146719,0,0.0031
146720,0,0.01
146721,0,0.0009
146722,0,0.0218
146723,0,0.0017
146724,0,0.0024
146725,0,0.0024
146726,0,0.002
146727,0,0.0008
146728,0,0.0013
146729,0,0.01
146730,0,0.0022
146731,0,0.0054
146732,0,0.0015
146733,0,0.0042
146734,0,0.0013
146735,0,0.0041
146736,0,0.002
146737,0,0.0036
146738,0,0.0032
146739,0,0.004
146740,0,0.0006
146741,0,0.0011
146742,0,0.0008
146743,0,0.0034
146744,0,0.0028
146745,0,0.0018
146746,0,0.0023
146747,0,0.0038
146748,0,0.002
146749,0,0.0015
146750,0,0.0012
146751,0,0.0038
146752,0,0.0029
146753,0,0.0006
146754,0,0.0034
146755,0,0.0036
146756,0,0.031
146757,0,0.0012
146758,0,0.0022
146759,0,0.0016
146760,0,0.0013
146761,0,0.0004
146762,0,0.0017
146763,0,0.0027
146764,0,0.0125
146765,0,0.002
146766,0,0.0018
146767,0,0.0018
146768,0,0.0013
146769,0,0.0046
146770,0,0.0019
146771,0,0.0053
146772,0,0.0041
146773,0,0.0013
146774,0,0.0012
146775,0,0.0202
146776,0,0.0004
146777,0,0.0048
146778,0,0.0505
146779,0,0.0014
146780,0,0.0002
146781,0,0.0007
146782,0,0.0025
146783,0,0.0039
146784,0,0.0018
146785,0,0.0012
146786,0,0.002
146787,0,0.0057
146788,0,0.0034
146789,0,0.0013
146790,0,0.0047
146791,0,0.0022
146792,0,0.0021
146793,0,0.0027
146794,0,0.0018
146795,0,0.0022
146796,0,0.0047
146797,0,0.0038
146798,0,0.002
146799,0,0.0021
146800,0,0.0025
146801,0,0.0038
146802,0,0.0016
146803,0,0.0008
146804,0,0.0032
146805,0,0.0012
146806,0,0.0013
146807,0,0.0019
146808,0,0.002
146809,0,0.0066
146810,0,0.0018
146811,0,0.0022
146812,0,0.0016
146813,0,0.0021
146814,0,0.0078
146815,0,0.007
146816,0,0.0018
146817,0,0.0109
146818,0,0.002
146819,0,0.0014
146820,0,0.001
146821,0,0.0006
146822,0,0.0017
146823,0,0.0011
146824,0,0.0067
146825,0,0.0107
146826,0,0.0045
146827,0,0.0009
146828,0,0.0021
146829,0,0.0016
146830,0,0.0079
146831,0,0.002
146832,0,0.0041
146833,0,0.0014
146834,0,0.0027
146835,0,0.0007
146836,0,0.0019
146837,0,0.0009
146838,0,0.003
146839,0,0.0194
146840,0,0.0016
146841,0,0.0105
146842,0,0.0023
146843,0,0.002
146844,0,0.0008
146845,0,0.0013
146846,0,0.006
146847,0,0.0062
146848,0,0.0009
146849,0,0.0024
146850,0,0.0012
146851,0,0.0044
146852,0,0.0015
146853,0,0.0043
146854,0,0.001
146855,0,0.0021
146856,0,0.0081
146857,0,0.0027
146858,0,0.0005
146859,0,0.0077
146860,0,0.0019
146861,0,0.0044
146862,0,0.0069
146863,0,0.0169
146864,0,0.0066
146865,0,0.0041
146866,0,0.0023
146867,0,0.0025
146868,0,0.0015
146869,0,0.0025
146870,0,0.0007
146871,0,0.0023
146872,0,0.0016
146873,0,0.0037
146874,0,0.0008
146875,0,0.0025
146876,0,0.0026
146877,0,0.0052
146878,0,0.0041
146879,0,0.0016
146880,0,0.0018
146881,0,0.0008
146882,0,0.0017
146883,0,0.0032
146884,0,0.0018
146885,0,0.0013
146886,0,0.0009
146887,0,0.0023
146888,0,0.0008
146889,0,0.0026
146890,0,0.0015
146891,0,0.0046
146892,0,0.0064
146893,0,0.0015
146894,0,0.0006
146895,0,0.0017
146896,0,0.0018
146897,0,0.0038
146898,0,0.0015
146899,0,0.0142
146900,0,0.001
146901,0,0.0026
146902,0,0.004
146903,0,0.0121
146904,0,0.0027
146905,0,0.0028
146906,0,0.0025
146907,0,0.0024
146908,0,0.0015
146909,0,0.0133
146910,0,0.0276
146911,0,0.0016
146912,0,0.0008
146913,0,0.0009
146914,0,0.0015
146915,0,0.0019
146916,0,0.0004
146917,0,0.0033
146918,0,0.0031
146919,0,0.0018
146920,0,0.0022
146921,0,0.0212
146922,0,0.0013
146923,0,0.0055
146924,0,0.0009
146925,0,0.0094
146926,0,0.0009
146927,0,0.0018
146928,0,0.0041
146929,0,0.0016
146930,1,0.9975
146931,0,0.0033
146932,0,0.0059
146933,0,0.0019
146934,0,0.002
146935,0,0.0029
146936,0,0.0084
146937,0,0.0056
146938,0,0.0045
146939,0,0.0013
146940,0,0.0011
146941,0,0.0013
146942,0,0.0024
146943,0,0.0111
146944,0,0.0014
146945,0,0.0025
146946,0,0.0022
146947,0,0.0052
146948,0,0.0011
146949,0,0.0011
146950,0,0.0011
146951,0,0.0089
146952,0,0.0031
146953,0,0.0096
146954,0,0.0036
146955,0,0.0035
146956,0,0.0138
146957,0,0.0045
146958,0,0.0016
146959,0,0.0063
146960,0,0.0019
146961,0,0.0056
146962,0,0.0016
146963,0,0.0023
146964,0,0.0015
146965,0,0.0036
146966,0,0.0005
146967,0,0.0011
146968,0,0.019
146969,0,0.002
146970,0,0.0023
146971,0,0.0023
146972,0,0.002
146973,0,0.0014
146974,0,0.0026
146975,0,0.0029
146976,0,0.0031
146977,0,0.0046
146978,0,0.0005
146979,0,0.0007
146980,0,0.0026
146981,0,0.0011
146982,0,0.0035
146983,0,0.0031
146984,0,0.0038
146985,0,0.0027
146986,0,0.0017
146987,0,0.001
146988,0,0.0063
146989,0,0.0007
146990,0,0.0009
146991,0,0.0047
146992,0,0.003
146993,0,0.0085
146994,0,0.0014
146995,0,0.0014
146996,0,0.0009
146997,0,0.0234
146998,0,0.0006
146999,0,0.0006
147000,0,0.0027
147001,0,0.0017
147002,0,0.002
147003,0,0.0042
147004,0,0.0071
147005,0,0.0005
147006,0,0.0025
147007,0,0.0007
147008,0,0.0017
147009,0,0.001
147010,0,0.0009
147011,0,0.0036
147012,0,0.0017
147013,0,0.0023
147014,0,0.0035
147015,0,0.0033
147016,0,0.0031
147017,0,0.0004
147018,0,0.0025
147019,0,0.0022
147020,0,0.0143
147021,0,0.0054
147022,0,0.0028
147023,0,0.0032
147024,0,0.0013
147025,0,0.0117
147026,0,0.007
147027,0,0.0013
147028,0,0.001
147029,0,0.0017
147030,0,0.0006
147031,0,0.0045
147032,0,0.0016
147033,0,0.0051
147034,0,0.0017
147035,0,0.0017
147036,0,0.0012
147037,0,0.0058
147038,0,0.0075
147039,0,0.0011
147040,0,0.0012
147041,0,0.0016
147042,0,0.0016
147043,0,0.003
147044,0,0.003
147045,0,0.0188
147046,0,0.0015
147047,0,0.0029
147048,0,0.0059
147049,0,0.0019
147050,0,0.0053
147051,0,0.0075
147052,0,0.0086
147053,0,0.0051
147054,0,0.0007
147055,0,0.0093
147056,0,0.0037
147057,0,0.0012
147058,0,0.0021
147059,0,0.0021
147060,0,0.0136
147061,0,0.0049
147062,0,0.0017
147063,0,0.0021
147064,0,0.0029
147065,0,0.0023
147066,0,0.0009
147067,0,0.0015
147068,0,0.0037
147069,0,0.0005
147070,0,0.001
147071,0,0.0033
147072,0,0.0015
147073,0,0.0034
147074,0,0.0073
147075,0,0.0067
147076,0,0.0018
147077,0,0.0031
147078,0,0.001
147079,0,0.0011
147080,0,0.0016
147081,0,0.0015
147082,1,0.9999
147083,0,0.0008
147084,0,0.0012
147085,0,0.0008
147086,0,0.0045
147087,0,0.0082
147088,0,0.0089
147089,0,0.0048
147090,0,0.0069
147091,0,0.001
147092,0,0.004
147093,0,0.0013
147094,0,0.0016
147095,0,0.0084
147096,0,0.0013
147097,0,0.0019
147098,0,0.0006
147099,0,0.0154
147100,0,0.0016
147101,0,0.0048
147102,0,0.0016
147103,0,0.002
147104,0,0.0014
147105,0,0.0023
147106,0,0.0041
147107,0,0.0017
147108,0,0.0043
147109,0,0.0011
147110,0,0.0048
147111,0,0.0011
147112,0,0.0012
147113,0,0.0063
147114,0,0.0075
147115,0,0.0013
147116,0,0.0014
147117,0,0.0009
147118,0,0.0017
147119,0,0.0012
147120,0,0.0108
147121,0,0.0038
147122,0,0.0027
147123,0,0.0016
147124,0,0.0038
147125,0,0.0029
147126,0,0.0047
147127,0,0.0005
147128,0,0.0189
147129,0,0.0022
147130,0,0.0017
147131,0,0.0019
147132,0,0.0052
147133,0,0.0015
147134,0,0.0114
147135,0,0.0025
147136,0,0.0018
147137,0,0.0141
147138,0,0.0044
147139,0,0.0035
147140,0,0.0027
147141,0,0.0056
147142,0,0.0138
147143,0,0.0019
147144,0,0.0023
147145,0,0.0021
147146,0,0.0014
147147,0,0.0006
147148,0,0.0048
147149,0,0.0012
147150,0,0.0025
147151,0,0.0067
147152,0,0.0019
147153,0,0.003
147154,0,0.0013
147155,0,0.0027
147156,0,0.0014
147157,0,0.0002
147158,0,0.0041
147159,0,0.0004
147160,0,0.0002
147161,0,0.002
147162,0,0.0021
147163,0,0.0018
147164,0,0.0011
147165,0,0.0071
147166,0,0.001
147167,0,0.0071
147168,0,0.0128
147169,0,0.0032
147170,0,0.0027
147171,0,0.0087
147172,0,0.0028
147173,0,0.004
147174,0,0.0008
147175,0,0.0023
147176,0,0.0017
147177,0,0.0041
147178,0,0.0011
147179,0,0.0006
147180,0,0.0013
147181,0,0.0093
147182,0,0.0159
147183,0,0.003
147184,0,0.0018
147185,0,0.0005
147186,0,0.0117
147187,0,0.0096
147188,0,0.0016
147189,0,0.0023
147190,0,0.0004
147191,0,0.0016
147192,0,0.0016
147193,0,0.0015
147194,0,0.0025
147195,0,0.0075
147196,0,0.0022
147197,0,0.0026
147198,0,0.0053
147199,0,0.0027
147200,0,0.0154
147201,0,0.0026
147202,0,0.0015
147203,0,0.0058
147204,0,0.0016
147205,0,0.0048
147206,0,0.0021
147207,0,0.0029
147208,0,0.0013
147209,0,0.0073
147210,0,0.0019
147211,0,0.0006
147212,0,0.0032
147213,0,0.003
147214,0,0.0011
147215,0,0.0029
147216,0,0.03
147217,0,0.001
147218,0,0.0009
147219,0,0.0191
147220,0,0.0015
147221,0,0.002
147222,0,0.0021
147223,0,0.0011
147224,0,0.0013
147225,0,0.005
147226,0,0.0027
147227,0,0.0174
147228,0,0.002
147229,0,0.002
147230,0,0.0068
147231,0,0.0061
147232,0,0.0024
147233,0,0.0019
147234,0,0.0017
147235,0,0.002
147236,0,0.0021
147237,0,0.0007
147238,0,0.0089
147239,0,0.0019
147240,0,0.0028
147241,0,0.0039
147242,0,0.0043
147243,0,0.003
147244,0,0.0017
147245,0,0.0017
147246,0,0.0007
147247,0,0.0002
147248,0,0.0011
147249,0,0.0032
147250,0,0.0009
147251,0,0.0017
147252,0,0.0062
147253,0,0.0014
147254,0,0.004
147255,0,0.0014
147256,0,0.0021
147257,0,0.0048
147258,0,0.0028
147259,0,0.0036
147260,0,0.0109
147261,0,0.0011
147262,0,0.0015
147263,0,0.0009
147264,0,0.0012
147265,0,0.0031
147266,0,0.0017
147267,0,0.0011
147268,0,0.0042
147269,0,0.0021
147270,0,0.0051
147271,0,0.0004
147272,0,0.0054
147273,0,0.004
147274,0,0.0026
147275,0,0.0024
147276,0,0.0016
147277,0,0.0008
147278,0,0.004
147279,0,0.0052
147280,0,0.0009
147281,0,0.005
147282,0,0.0019
147283,0,0.0044
147284,0,0.0004
147285,0,0.0016
147286,0,0.029
147287,0,0.0011
147288,0,0.0028
147289,0,0.005
147290,0,0.0053
147291,0,0.0015
147292,0,0.0022
147293,0,0.0029
147294,0,0.0007
147295,0,0.0013
147296,0,0.0016
147297,0,0.0028
147298,0,0.0008
147299,0,0.003
147300,0,0.0025
147301,0,0.0015
147302,0,0.0006
147303,0,0.0014
147304,0,0.008
147305,0,0.0029
147306,1,1.0
147307,0,0.0022
147308,0,0.0073
147309,0,0.0123
147310,0,0.0018
147311,0,0.0064
147312,0,0.0005
147313,0,0.0026
147314,0,0.0004
147315,0,0.0059
147316,1,0.9864
147317,0,0.0096
147318,0,0.0011
147319,0,0.0012
147320,0,0.0007
147321,0,0.0024
147322,0,0.001
147323,0,0.0056
147324,0,0.0011
147325,0,0.0016
147326,0,0.0114
147327,0,0.0016
147328,0,0.0252
147329,0,0.0012
147330,0,0.0011
147331,0,0.0206
147332,0,0.0039
147333,0,0.0194
147334,0,0.002
147335,0,0.0184
147336,0,0.001
147337,0,0.0032
147338,0,0.0016
147339,0,0.0015
147340,0,0.0015
147341,0,0.0074
147342,0,0.0013
147343,0,0.0015
147344,0,0.0016
147345,0,0.0007
147346,0,0.007
147347,0,0.0172
147348,0,0.0024
147349,0,0.0032
147350,0,0.017
147351,0,0.0039
147352,0,0.0008
147353,0,0.0009
147354,0,0.0025
147355,0,0.0007
147356,0,0.0015
147357,0,0.0018
147358,0,0.0011
147359,0,0.0026
147360,0,0.0031
147361,0,0.0018
147362,0,0.0022
147363,0,0.0005
147364,0,0.0049
147365,0,0.0009
147366,0,0.0054
147367,0,0.0143
147368,0,0.002
147369,0,0.0024
147370,0,0.0023
147371,0,0.0013
147372,0,0.0053
147373,0,0.0021
147374,0,0.0015
147375,0,0.0015
147376,0,0.0027
147377,0,0.0031
147378,0,0.0144
147379,0,0.0026
147380,0,0.0015
147381,0,0.001
147382,0,0.0041
147383,0,0.0016
147384,0,0.0042
147385,0,0.0015
147386,0,0.0081
147387,0,0.0057
147388,0,0.0011
147389,0,0.0021
147390,0,0.0009
147391,0,0.0016
147392,0,0.002
147393,0,0.0029
147394,0,0.0014
147395,0,0.0054
147396,0,0.0039
147397,0,0.0022
147398,0,0.0074
147399,0,0.0055
147400,0,0.0011
147401,0,0.0107
147402,0,0.0036
147403,0,0.0008
147404,0,0.0032
147405,0,0.0029
147406,0,0.0001
147407,0,0.0008
147408,0,0.0005
147409,0,0.0009
147410,0,0.0007
147411,0,0.0016
147412,0,0.0018
147413,0,0.0014
147414,0,0.0005
147415,0,0.0016
147416,0,0.0115
147417,0,0.0006
147418,0,0.0034
147419,0,0.0008
147420,0,0.0031
147421,0,0.0046
147422,0,0.0017
147423,0,0.0086
147424,0,0.0074
147425,0,0.0025
147426,0,0.0009
147427,0,0.0009
147428,0,0.001
147429,0,0.0047
147430,0,0.0011
147431,0,0.0016
147432,0,0.0018
147433,0,0.0021
147434,0,0.0015
147435,0,0.001
147436,0,0.0016
147437,0,0.0025
147438,0,0.0024
147439,0,0.0007
147440,0,0.001
147441,0,0.0013
147442,0,0.0008
147443,0,0.0011
147444,0,0.0015
147445,0,0.0029
147446,0,0.0017
147447,0,0.0022
147448,0,0.0045
147449,0,0.0045
147450,0,0.0012
147451,0,0.001
147452,0,0.0016
147453,0,0.0011
147454,0,0.0032
147455,0,0.0006
147456,0,0.0031
147457,0,0.0025
147458,0,0.0016
147459,0,0.0011
147460,0,0.0055
147461,0,0.0015
147462,0,0.0035
147463,0,0.0016
147464,0,0.0006
147465,0,0.0059
147466,0,0.0073
147467,0,0.0086
147468,0,0.0144
147469,0,0.0014
147470,0,0.0024
147471,0,0.0002
147472,0,0.001
147473,0,0.0123
147474,0,0.0047
147475,0,0.0011
147476,0,0.002
147477,0,0.0019
147478,0,0.0014
147479,0,0.0114
147480,0,0.0037
147481,0,0.002
147482,0,0.0032
147483,0,0.0007
147484,0,0.0019
147485,0,0.0011
147486,0,0.0014
147487,0,0.0059
147488,0,0.0038
147489,0,0.0022
147490,0,0.0012
147491,0,0.0011
147492,0,0.0001
147493,0,0.0035
147494,0,0.0009
147495,0,0.0047
147496,0,0.0054
147497,0,0.0013
147498,0,0.0022
147499,0,0.0034
147500,0,0.0019
147501,0,0.0024
147502,0,0.0014
147503,0,0.0072
147504,0,0.0013
147505,0,0.0017
147506,0,0.0023
147507,0,0.0122
147508,0,0.0064
147509,0,0.0006
147510,0,0.0033
147511,0,0.0007
147512,0,0.0032
147513,0,0.004
147514,0,0.0016
147515,0,0.0006
147516,0,0.0039
147517,0,0.0014
147518,0,0.0081
147519,0,0.0022
147520,0,0.0014
147521,0,0.003
147522,0,0.001
147523,0,0.0034
147524,0,0.0039
147525,1,0.9999
147526,0,0.0047
147527,0,0.0037
147528,0,0.0062
147529,0,0.001
147530,0,0.0011
147531,0,0.0009
147532,0,0.0007
147533,0,0.0009
147534,0,0.0031
147535,0,0.0172
147536,0,0.0017
147537,0,0.0009
147538,0,0.0015
147539,0,0.0007
147540,0,0.0025
147541,0,0.005
147542,0,0.0008
147543,0,0.0008
147544,0,0.0007
147545,0,0.0019
147546,0,0.0321
147547,0,0.0018
147548,0,0.0026
147549,0,0.0106
147550,0,0.0026
147551,0,0.0012
147552,0,0.012
147553,0,0.0031
147554,0,0.001
147555,0,0.0019
147556,0,0.0029
147557,0,0.0022
147558,0,0.0009
147559,0,0.002
147560,0,0.0029
147561,0,0.0008
147562,0,0.0007
147563,0,0.001
147564,0,0.0029
147565,0,0.0018
147566,0,0.0034
147567,0,0.0016
147568,0,0.002
147569,0,0.0038
147570,0,0.003
147571,0,0.0052
147572,0,0.0035
147573,0,0.0012
147574,0,0.0017
147575,0,0.006
147576,0,0.0021
147577,0,0.0014
147578,0,0.0049
147579,0,0.0017
147580,0,0.0021
147581,0,0.0046
147582,0,0.0038
147583,0,0.0003
147584,0,0.0043
147585,0,0.0016
147586,0,0.0066
147587,0,0.0181
147588,0,0.0055
147589,0,0.0005
147590,0,0.0011
147591,0,0.0043
147592,0,0.0009
147593,0,0.0083
147594,0,0.0014
147595,0,0.0005
147596,0,0.0007
147597,0,0.0041
147598,0,0.0024
147599,0,0.0091
147600,0,0.0034
147601,0,0.0024
147602,0,0.0009
147603,0,0.0055
147604,0,0.0022
147605,0,0.0028
147606,0,0.0014
147607,0,0.002
147608,0,0.0016
147609,0,0.0147
147610,0,0.001
147611,0,0.0021
147612,0,0.0009
147613,0,0.0032
147614,0,0.007
147615,0,0.0021
147616,0,0.0008
147617,0,0.0017
147618,0,0.0008
147619,0,0.0018
147620,0,0.0295
147621,1,0.9999
147622,0,0.0017
147623,0,0.0057
147624,0,0.0011
147625,0,0.014
147626,0,0.0029
147627,0,0.006
147628,0,0.0033
147629,0,0.0054
147630,0,0.0015
147631,0,0.0011
147632,0,0.0016
147633,0,0.0041
147634,0,0.0009
147635,0,0.0011
147636,0,0.002
147637,0,0.0181
147638,0,0.0016
147639,0,0.0027
147640,0,0.0011
147641,0,0.0031
147642,0,0.0015
147643,0,0.0065
147644,0,0.0031
147645,0,0.0046
147646,0,0.0047
147647,0,0.0125
147648,0,0.0005
147649,0,0.0016
147650,0,0.0066
147651,0,0.0042
147652,0,0.002
147653,0,0.0007
147654,0,0.0037
147655,0,0.0026
147656,0,0.0029
147657,0,0.0011
147658,0,0.002
147659,0,0.0036
147660,0,0.0008
147661,0,0.0008
147662,0,0.0059
147663,0,0.0036
147664,0,0.0046
147665,0,0.0024
147666,0,0.0074
147667,0,0.0012
147668,0,0.0027
147669,0,0.0029
147670,0,0.0018
147671,0,0.0083
147672,0,0.0007
147673,0,0.0006
147674,0,0.0121
147675,0,0.0021
147676,0,0.0012
147677,0,0.0014
147678,0,0.0013
147679,0,0.0021
147680,0,0.0006
147681,0,0.0106
147682,0,0.0031
147683,0,0.0005
147684,0,0.0016
147685,0,0.003
147686,0,0.0027
147687,0,0.0016
147688,0,0.0012
147689,0,0.0026
147690,0,0.0035
147691,0,0.0012
147692,0,0.0015
147693,0,0.0086
147694,0,0.004
147695,0,0.0009
147696,0,0.0023
147697,0,0.0011
147698,0,0.0009
147699,0,0.0005
147700,0,0.0008
147701,0,0.0023
147702,0,0.0013
147703,1,0.9844
147704,0,0.0026
147705,0,0.0017
147706,0,0.0152
147707,0,0.0011
147708,0,0.0056
147709,0,0.0025
147710,0,0.0042
147711,0,0.0034
147712,0,0.004
147713,0,0.0013
147714,0,0.0007
147715,0,0.0004
147716,0,0.0087
147717,0,0.0021
147718,0,0.0039
147719,0,0.0122
147720,0,0.0018
147721,0,0.0022
147722,0,0.0062
147723,0,0.0022
147724,0,0.0016
147725,0,0.0046
147726,0,0.0017
147727,0,0.0142
147728,0,0.0006
147729,0,0.0015
147730,0,0.0032
147731,0,0.0034
147732,0,0.0034
147733,0,0.0007
147734,0,0.0008
147735,0,0.0019
147736,0,0.0242
147737,0,0.0165
147738,0,0.0119
147739,0,0.0017
147740,0,0.0014
147741,0,0.0051
147742,0,0.0007
147743,0,0.0023
147744,0,0.002
147745,0,0.0015
147746,0,0.0021
147747,0,0.0014
147748,0,0.0009
147749,0,0.0022
147750,0,0.0004
147751,0,0.0006
147752,0,0.0049
147753,0,0.0027
147754,0,0.0027
147755,0,0.0024
147756,0,0.0057
147757,0,0.0004
147758,0,0.0036
147759,0,0.0028
147760,0,0.0061
147761,0,0.0077
147762,0,0.0017
147763,0,0.0029
147764,0,0.0237
147765,0,0.0082
147766,0,0.0053
147767,0,0.0009
147768,0,0.0081
147769,0,0.001
147770,0,0.0015
147771,0,0.0006
147772,0,0.0044
147773,0,0.0022
147774,0,0.0013
147775,0,0.0028
147776,0,0.002
147777,1,0.9998
147778,0,0.0058
147779,0,0.0012
147780,0,0.0007
147781,0,0.0015
147782,0,0.0013
147783,0,0.0041
147784,0,0.0029
147785,0,0.0008
147786,0,0.0017
147787,0,0.002
147788,0,0.0034
147789,0,0.0064
147790,0,0.0021
147791,0,0.0049
147792,0,0.0021
147793,0,0.0016
147794,0,0.0076
147795,0,0.0469
147796,0,0.0022
147797,0,0.0021
147798,0,0.001
147799,0,0.0033
147800,0,0.0015
147801,0,0.0034
147802,0,0.0007
147803,0,0.002
147804,0,0.0012
147805,0,0.0039
147806,0,0.0078
147807,0,0.001
147808,0,0.0026
147809,0,0.0004
147810,0,0.0011
147811,0,0.0061
147812,0,0.0025
147813,0,0.0019
147814,0,0.0031
147815,0,0.0111
147816,0,0.001
147817,0,0.0013
147818,0,0.0042
147819,0,0.0022
147820,0,0.0036
147821,0,0.0023
147822,0,0.0042
147823,0,0.0008
147824,0,0.0019
147825,0,0.0024
147826,0,0.0031
147827,0,0.0112
147828,0,0.0048
147829,0,0.0056
147830,0,0.0007
147831,0,0.0033
147832,0,0.0043
147833,0,0.0118
147834,0,0.0017
147835,0,0.0017
147836,0,0.0075
147837,0,0.0036
147838,0,0.0021
147839,0,0.0019
147840,0,0.0009
147841,0,0.0023
147842,0,0.0028
147843,0,0.0004
147844,0,0.0034
147845,0,0.0036
147846,0,0.0103
147847,0,0.0013
147848,0,0.0083
147849,0,0.0007
147850,0,0.0011
147851,0,0.0236
147852,0,0.0017
147853,0,0.0023
147854,0,0.0019
147855,0,0.0013
147856,0,0.0005
147857,0,0.0032
147858,0,0.0031
147859,0,0.0007
147860,0,0.0016
147861,0,0.0048
147862,0,0.0122
147863,0,0.0011
147864,0,0.0056
147865,0,0.0045
147866,0,0.0156
147867,0,0.0142
147868,0,0.0016
147869,0,0.002
147870,0,0.001
147871,0,0.0006
147872,0,0.0059
147873,0,0.0027
147874,0,0.0015
147875,0,0.0045
147876,0,0.002
147877,0,0.0041
147878,0,0.0023
147879,0,0.0026
147880,0,0.0081
147881,0,0.0009
147882,0,0.0012
147883,0,0.0022
147884,0,0.0106
147885,0,0.001
147886,0,0.0076
147887,0,0.0007
147888,0,0.0105
147889,0,0.0048
147890,0,0.0035
147891,0,0.0019
147892,0,0.0012
147893,0,0.0028
147894,0,0.0027
147895,0,0.0095
147896,0,0.0094
147897,0,0.0047
147898,0,0.0012
147899,0,0.0033
147900,0,0.001
147901,0,0.0006
147902,0,0.0027
147903,0,0.0013
147904,0,0.0044
147905,0,0.0029
147906,0,0.0093
147907,0,0.0013
147908,0,0.0016
147909,0,0.0026
147910,0,0.0062
147911,0,0.0063
147912,0,0.0014
147913,0,0.002
147914,0,0.0024
147915,0,0.0104
147916,0,0.0058
147917,0,0.001
147918,0,0.0038
147919,0,0.0013
147920,0,0.001
147921,0,0.0072
147922,0,0.0068
147923,0,0.0011
147924,0,0.0015
147925,0,0.0004
147926,0,0.0048
147927,0,0.0019
147928,0,0.0048
147929,0,0.0013
147930,0,0.0027
147931,0,0.0026
147932,0,0.003
147933,0,0.0095
147934,0,0.0031
147935,0,0.0065
147936,0,0.0012
147937,0,0.0061
147938,0,0.004
147939,0,0.0021
147940,0,0.013
147941,0,0.0029
147942,0,0.0028
147943,0,0.0019
147944,0,0.0015
147945,0,0.0282
147946,0,0.002
147947,0,0.0091
147948,0,0.0018
147949,0,0.0036
147950,0,0.0051
147951,0,0.0022
147952,0,0.0009
147953,0,0.0026
147954,0,0.0052
147955,0,0.0046
147956,0,0.0007
147957,0,0.0041
147958,0,0.0027
147959,0,0.0011
147960,0,0.0014
147961,0,0.001
147962,0,0.0007
147963,0,0.006
147964,0,0.0032
147965,0,0.0071
147966,1,0.9993
147967,0,0.0014
147968,0,0.0012
147969,0,0.0019
147970,0,0.0033
147971,0,0.0204
147972,0,0.0112
147973,0,0.0008
147974,0,0.0088
147975,0,0.0051
147976,0,0.0024
147977,0,0.0097
147978,0,0.002
147979,0,0.001
147980,0,0.0011
147981,0,0.001
147982,0,0.0128
147983,0,0.0013
147984,0,0.0019
147985,0,0.0024
147986,0,0.0014
147987,0,0.002
147988,0,0.0046
147989,0,0.0078
147990,0,0.0037
147991,0,0.0032
147992,0,0.0026
147993,0,0.0029
147994,0,0.0035
147995,0,0.0032
147996,0,0.0017
147997,0,0.0086
147998,0,0.0019
147999,0,0.0046
148000,0,0.0024
148001,0,0.0007
148002,0,0.0011
148003,0,0.036
148004,0,0.002
148005,0,0.0109
148006,0,0.0003
148007,0,0.0047
148008,0,0.002
148009,0,0.0006
148010,0,0.0177
148011,0,0.0046
148012,0,0.0016
148013,0,0.0013
148014,0,0.0172
148015,0,0.0017
148016,0,0.0027
148017,0,0.0047
148018,0,0.0349
148019,0,0.0006
148020,0,0.0027
148021,0,0.0043
148022,0,0.0016
148023,0,0.0014
148024,0,0.0055
148025,0,0.0048
148026,0,0.0034
148027,0,0.0019
148028,0,0.0009
148029,0,0.0029
148030,0,0.0011
148031,0,0.0006
148032,0,0.0034
148033,0,0.0023
148034,0,0.0036
148035,0,0.0032
148036,0,0.0103
148037,0,0.0061
148038,0,0.0001
148039,0,0.0025
148040,0,0.0034
148041,0,0.001
148042,0,0.002
148043,0,0.0023
148044,0,0.0018
148045,0,0.0037
148046,0,0.0012
148047,1,0.994
148048,0,0.0013
148049,0,0.0016
148050,0,0.002
148051,0,0.0092
148052,0,0.0021
148053,0,0.0028
148054,0,0.0034
148055,0,0.0034
148056,0,0.0019
148057,0,0.0066
148058,0,0.0018
148059,0,0.0068
148060,0,0.0016
148061,0,0.0014
148062,0,0.0037
148063,0,0.0062
148064,0,0.0024
148065,0,0.0113
148066,0,0.008
148067,0,0.0037
148068,0,0.0054
148069,0,0.0017
148070,0,0.0009
148071,0,0.0016
148072,0,0.0012
148073,0,0.0071
148074,0,0.0039
148075,0,0.0023
148076,0,0.0012
148077,0,0.0026
148078,0,0.0034
148079,0,0.0012
148080,0,0.0027
148081,0,0.0046
148082,0,0.0038
148083,0,0.0143
148084,0,0.015
148085,0,0.0015
148086,0,0.0052
148087,0,0.0036
