id,booking_pred,cancel_prob
47209,0,0.4182
47210,0,0.2855
47211,0,0.0746
47212,1,0.931
47213,0,0.0036
47214,0,0.1291
47215,0,0.0091
47216,1,0.7055
47217,0,0.008
47218,0,0.204
47219,0,0.0054
47220,0,0.0842
47221,1,0.9132
47222,0,0.2666
47223,1,0.6848
47224,1,0.7285
47225,1,0.8716
47226,0,0.0836
47227,0,0.0159
47228,1,0.7856
47229,0,0.3449
47230,0,0.4718
47231,0,0.1452
47232,1,0.8513
47233,0,0.1347
47234,0,0.3084
47235,0,0.294
47236,1,0.7476
47237,1,0.8436
47238,0,0.3788
47239,0,0.199
47240,0,0.0266
47241,0,0.002
47242,0,0.4173
47243,0,0.1213
47244,0,0.2868
47245,0,0.1016
47246,1,0.8099
47247,1,0.8305
47248,1,0.8861
47249,1,0.9578
47250,1,0.7605
47251,0,0.131
47252,1,0.7716
47253,0,0.369
47254,0,0.0016
47255,0,0.2616
47256,0,0.0058
47257,0,0.178
47258,1,0.9679
47259,0,0.2397
47260,0,0.1193
47261,0,0.098
47262,0,0.0512
47263,1,0.5122
47264,1,0.7317
47265,1,0.975
47266,1,0.6602
47267,0,0.0771
47268,0,0.4166
47269,0,0.1063
47270,0,0.217
47271,0,0.1848
47272,1,0.9647
47273,0,0.3405
47274,0,0.0017
47275,0,0.0464
47276,0,0.4282
47277,0,0.0009
47278,0,0.1443
47279,1,0.6547
47280,1,0.9039
47281,1,0.8719
47282,0,0.42
47283,0,0.1971
47284,0,0.0359
47285,1,0.8341
47286,0,0.0691
47287,0,0.044
47288,1,0.5735
47289,1,0.8191
47290,0,0.1482
47291,0,0.2688
47292,0,0.1102
47293,1,0.7988
47294,0,0.4638
47295,1,0.8445
47296,0,0.108
47297,1,0.6317
47298,0,0.2307
47299,0,0.0047
47300,0,0.0733
47301,0,0.0941
47302,0,0.493
47303,1,0.6848
47304,0,0.1143
47305,0,0.0304
47306,1,0.8875
47307,0,0.4064
47308,0,0.1081
47309,0,0.0535
47310,0,0.0295
47311,0,0.1837
47312,1,0.8859
47313,1,0.7231
47314,0,0.0266
47315,0,0.2653
47316,0,0.2105
47317,1,0.6568
47318,0,0.0877
47319,0,0.0794
47320,0,0.0716
47321,1,0.7165
47322,0,0.0589
47323,0,0.1971
47324,1,0.8755
47325,0,0.0369
47326,1,0.5752
47327,1,0.8859
47328,0,0.0267
47329,1,0.9506
47330,0,0.208
47331,0,0.051
47332,1,0.8261
47333,0,0.0662
47334,0,0.0382
47335,1,0.8966
47336,1,0.7244
47337,1,0.6966
47338,0,0.0613
47339,0,0.3832
47340,0,0.1422
47341,1,0.8507
47342,0,0.183
47343,1,0.8518
47344,1,0.8845
47345,0,0.1607
47346,0,0.2516
47347,0,0.0297
47348,0,0.4774
47349,0,0.1525
47350,1,0.9442
47351,0,0.167
47352,1,0.8884
47353,1,0.9619
47354,1,0.7808
47355,1,0.8715
47356,0,0.4772
47357,0,0.3648
47358,0,0.0604
47359,0,0.1852
47360,0,0.3169
47361,0,0.0396
47362,1,0.5964
47363,0,0.2035
47364,0,0.0229
47365,0,0.0323
47366,0,0.004
47367,0,0.35
47368,1,0.9609
47369,0,0.0471
47370,0,0.3851
47371,0,0.4457
47372,1,0.5411
47373,1,0.9656
47374,1,0.732
47375,0,0.0888
47376,1,0.5091
47377,0,0.1653
47378,1,0.881
47379,0,0.0005
47380,0,0.0939
47381,1,0.8326
47382,0,0.0284
47383,1,0.7017
47384,0,0.1162
47385,1,0.8707
47386,0,0.0044
47387,0,0.0129
47388,0,0.0098
47389,1,0.6886
47390,0,0.0107
47391,0,0.0967
47392,1,0.615
47393,0,0.4184
47394,0,0.2472
47395,0,0.0621
47396,0,0.4474
47397,0,0.2285
47398,1,0.588
47399,0,0.0171
47400,0,0.1159
47401,1,0.7687
47402,0,0.0447
47403,0,0.3008
47404,1,0.9632
47405,0,0.0223
47406,0,0.0623
47407,1,0.8479
47408,0,0.1026
47409,1,0.8296
47410,0,0.099
47411,0,0.0059
47412,0,0.058
47413,0,0.3105
47414,0,0.1008
47415,0,0.0455
47416,1,0.7613
47417,0,0.0839
47418,0,0.0971
47419,1,0.6867
47420,1,0.8364
47421,1,0.8668
47422,1,0.8596
47423,0,0.1983
47424,1,0.7869
47425,0,0.2715
47426,0,0.0796
47427,0,0.1313
47428,0,0.3622
47429,0,0.0079
47430,1,0.7419
47431,0,0.14
47432,0,0.1829
47433,0,0.0047
47434,0,0.1951
47435,1,0.9626
47436,1,0.816
47437,0,0.3228
47438,0,0.2002
47439,1,0.553
47440,0,0.1445
47441,0,0.4655
47442,0,0.2923
47443,0,0.0005
47444,0,0.0715
47445,0,0.1873
47446,1,0.8314
47447,0,0.2125
47448,1,0.8058
47449,0,0.2503
47450,0,0.3662
47451,1,0.9228
47452,0,0.0791
47453,1,0.883
47454,0,0.1795
47455,0,0.0087
47456,0,0.3745
47457,1,0.9149
47458,1,0.7029
47459,0,0.0691
47460,0,0.2592
47461,0,0.2298
47462,1,0.9178
47463,0,0.1369
47464,1,0.8436
47465,0,0.0197
47466,0,0.3734
47467,0,0.0532
47468,0,0.1154
47469,0,0.0754
47470,0,0.3047
47471,0,0.1349
47472,1,0.8905
47473,1,0.9466
47474,1,0.5909
47475,1,0.6256
47476,0,0.1339
47477,0,0.1914
47478,0,0.151
47479,1,0.6863
47480,0,0.1869
47481,0,0.0779
47482,0,0.1366
47483,0,0.24
47484,1,0.624
47485,1,0.6686
47486,1,0.772
47487,0,0.076
47488,1,0.8211
47489,0,0.4583
47490,0,0.1528
47491,0,0.0043
47492,1,0.9524
47493,0,0.1954
47494,1,0.8598
47495,1,0.5246
47496,1,0.6162
47497,1,0.5147
47498,0,0.0768
47499,1,0.7654
47500,0,0.1271
47501,1,0.7264
47502,0,0.4326
47503,1,0.8453
47504,1,0.8897
47505,0,0.0839
47506,0,0.1909
47507,0,0.3305
47508,1,0.7941
47509,0,0.0168
47510,0,0.3921
47511,0,0.0851
47512,0,0.3702
47513,0,0.0736
47514,0,0.4649
47515,0,0.0773
47516,0,0.0
47517,1,0.817
47518,1,0.7724
47519,1,0.7127
47520,1,0.7857
47521,1,0.805
47522,1,0.7094
47523,0,0.0422
47524,0,0.1248
47525,1,0.7976
47526,0,0.035
47527,1,0.5052
47528,1,0.7184
47529,0,0.1386
47530,0,0.4594
47531,0,0.0808
47532,1,0.9561
47533,0,0.1078
47534,0,0.221
47535,1,0.7489
47536,0,0.0616
47537,1,0.9254
47538,1,0.7606
47539,0,0.0076
47540,1,0.9467
47541,0,0.0458
47542,0,0.0009
47543,1,0.7574
47544,0,0.0771
47545,0,0.1626
47546,1,0.8833
47547,1,0.8035
47548,0,0.0266
47549,0,0.256
47550,1,0.8373
47551,1,0.905
47552,0,0.1124
47553,1,0.6878
47554,0,0.1456
47555,1,0.882
47556,1,0.7484
47557,1,0.7476
47558,0,0.0809
47559,0,0.0475
47560,0,0.061
47561,0,0.206
47562,0,0.0109
47563,1,0.8368
47564,1,0.9287
47565,1,0.5178
47566,0,0.1653
47567,0,0.0285
47568,1,0.9524
47569,0,0.0199
47570,0,0.4994
47571,0,0.4876
47572,0,0.2191
47573,1,0.8171
47574,1,0.8658
47575,0,0.3191
47576,0,0.0584
47577,0,0.189
47578,1,0.8601
47579,0,0.3945
47580,1,0.5974
47581,0,0.3232
47582,0,0.0021
47583,1,0.9107
47584,1,0.842
47585,0,0.4644
47586,1,0.58
47587,0,0.2961
47588,1,0.7691
47589,0,0.3303
47590,0,0.2404
47591,0,0.0645
47592,1,0.9232
47593,0,0.4759
47594,0,0.4528
47595,1,0.8065
47596,1,0.9356
47597,0,0.1253
47598,1,0.8816
47599,0,0.0713
47600,0,0.1286
47601,1,0.6532
47602,0,0.2445
47603,1,0.8866
47604,1,0.7284
47605,0,0.0512
47606,0,0.1902
47607,0,0.3611
47608,0,0.095
47609,0,0.0294
47610,0,0.2049
47611,0,0.1083
47612,0,0.0066
47613,0,0.0146
47614,1,0.5112
47615,1,0.8556
47616,1,0.8149
47617,1,0.8322
47618,1,0.5134
47619,0,0.4099
47620,0,0.0607
47621,0,0.1879
47622,0,0.0768
47623,0,0.1719
47624,0,0.0301
47625,0,0.2838
47626,0,0.1185
47627,0,0.2188
47628,0,0.0618
47629,1,0.8647
47630,0,0.0063
47631,1,0.9454
47632,0,0.191
47633,1,0.8506
47634,0,0.1264
47635,0,0.091
47636,1,0.5473
47637,0,0.1005
47638,0,0.0799
47639,0,1e-04
47640,0,0.1443
47641,0,0.0304
47642,1,0.8258
47643,1,0.8835
47644,0,0.07
47645,1,0.8312
47646,1,0.9541
47647,0,0.4908
47648,0,0.1093
47649,0,0.4538
47650,0,0.1783
47651,0,0.0149
47652,0,0.1125
47653,0,0.1393
47654,1,0.5685
47655,0,0.1066
47656,0,0.0796
47657,0,0.0365
47658,0,0.2387
47659,0,0.4433
47660,0,0.2253
47661,0,0.4443
47662,1,0.8439
47663,0,0.0943
47664,1,0.8021
47665,0,0.4908
47666,0,0.0564
47667,0,0.0042
47668,1,0.8645
47669,1,0.6426
47670,0,0.2748
47671,1,0.6908
47672,0,0.0011
47673,0,0.0421
47674,1,0.9642
47675,1,0.9483
47676,1,0.86
47677,0,0.0017
47678,1,0.7876
47679,1,0.8394
47680,0,0.0185
47681,0,0.2257
47682,1,0.9577
47683,0,0.179
47684,0,0.0979
47685,0,0.1682
47686,1,0.9589
47687,0,0.3624
47688,0,0.3871
47689,1,0.8514
47690,0,0.0506
47691,1,0.5271
47692,1,0.8525
47693,0,0.1185
47694,0,0.2609
47695,0,0.0819
47696,0,0.2694
47697,1,0.968
47698,0,0.2214
47699,0,0.0247
47700,1,0.9321
47701,0,0.1454
47702,0,0.3688
47703,0,0.1462
47704,1,0.9505
47705,1,0.7357
47706,0,0.3802
47707,0,0.0539
47708,1,0.67
47709,0,0.0482
47710,0,0.0175
47711,0,0.2657
47712,0,0.0446
47713,0,0.0
47714,0,0.0115
47715,0,0.3967
47716,0,0.0982
47717,1,0.8134
47718,0,0.1263
47719,1,0.6332
47720,1,0.7566
47721,0,0.1695
47722,1,0.9064
47723,0,0.268
47724,0,0.2509
47725,0,0.0632
47726,0,0.4353
47727,1,0.9602
47728,0,0.0511
47729,1,0.8057
47730,0,0.029
47731,0,0.0248
47732,0,0.01
47733,1,0.796
47734,0,0.4426
47735,0,0.3728
47736,1,0.5472
47737,1,0.8367
47738,0,0.0767
47739,0,0.1197
47740,0,0.079
47741,0,0.1021
47742,0,0.2893
47743,1,0.9328
47744,1,0.875
47745,1,0.5208
47746,1,0.9435
47747,0,0.2477
47748,0,0.1509
47749,0,0.2239
47750,1,0.7497
47751,0,0.0861
47752,0,0.3134
47753,0,0.0563
47754,0,0.1347
47755,1,0.8219
47756,1,0.7819
47757,0,0.256
47758,0,0.0598
47759,1,0.7926
47760,0,0.1172
47761,0,0.4226
47762,0,0.0032
47763,0,0.0111
47764,0,0.0054
47765,0,0.264
47766,1,0.8718
47767,0,0.2698
47768,0,0.0882
47769,1,0.7086
47770,1,0.5533
47771,1,0.6501
47772,0,0.0017
47773,1,0.7298
47774,0,0.3778
47775,0,0.1378
47776,0,0.3437
47777,0,0.0327
47778,0,0.0065
47779,0,0.0393
47780,0,0.4141
47781,1,0.6765
47782,0,0.0749
47783,0,0.0516
47784,0,0.2648
47785,1,0.8971
47786,0,0.145
47787,0,0.4601
47788,0,0.3065
47789,0,0.0659
47790,1,0.8247
47791,1,0.7577
47792,1,0.8826
47793,1,0.6249
47794,1,0.6517
47795,0,0.3566
47796,0,0.3625
47797,0,0.1415
47798,0,0.3483
47799,0,0.055
47800,0,0.0363
47801,0,0.0939
47802,1,0.9339
47803,1,0.6728
47804,0,0.2311
47805,1,0.7667
47806,0,0.0617
47807,0,0.1207
47808,0,0.1321
47809,0,0.2316
47810,0,0.0175
47811,0,0.3139
47812,0,0.1155
47813,0,0.0026
47814,0,0.0131
47815,0,0.0546
47816,0,0.3705
47817,1,0.8055
47818,0,0.4089
47819,1,0.7575
47820,1,0.8441
47821,0,0.0166
47822,0,0.1483
47823,0,0.0576
47824,0,0.1795
47825,0,0.0116
47826,0,0.0411
47827,0,0.0214
47828,0,0.0038
47829,0,0.0841
47830,0,0.2814
47831,0,0.1605
47832,1,0.8955
47833,1,0.6129
47834,0,0.3185
47835,0,0.0148
47836,0,0.0483
47837,1,0.7747
47838,0,0.2382
47839,1,0.8028
47840,0,0.0166
47841,1,0.9091
47842,0,0.1218
47843,0,0.1708
47844,0,0.1032
47845,0,0.0238
47846,0,0.0662
47847,0,0.0862
47848,0,0.1282
47849,0,0.3962
47850,0,0.109
47851,0,0.2577
47852,0,0.0233
47853,1,0.7741
47854,0,0.4265
47855,0,0.039
47856,0,0.2453
47857,0,0.2527
47858,0,0.3478
47859,0,0.0755
47860,1,0.6914
47861,1,0.8965
47862,0,0.4315
47863,0,0.2351
47864,1,0.6864
47865,0,0.1734
47866,1,0.8244
47867,1,0.8544
47868,1,0.9144
47869,0,0.066
47870,1,0.5166
47871,1,0.9301
47872,0,0.0826
47873,0,0.4235
47874,1,0.887
47875,0,0.3103
47876,1,0.7832
47877,1,0.7558
47878,1,0.907
47879,0,0.4972
47880,0,0.0775
47881,1,0.7037
47882,1,0.6555
47883,0,0.2888
47884,1,0.9413
47885,1,0.6949
47886,0,0.3916
47887,0,0.2798
47888,0,0.0146
47889,0,0.274
47890,0,0.0504
47891,1,0.9505
47892,1,0.7736
47893,0,0.0061
47894,0,0.0496
47895,0,0.0639
47896,0,0.2965
47897,0,0.0916
47898,0,0.0031
47899,0,0.0963
47900,1,0.9655
47901,0,0.4315
47902,0,0.0392
47903,0,0.2991
47904,0,0.0021
47905,0,0.0121
47906,1,0.6417
47907,0,0.1447
47908,0,0.2674
47909,0,0.0699
47910,0,0.0455
47911,0,0.3634
47912,1,0.7244
47913,0,0.452
47914,1,0.8594
47915,0,0.2197
47916,0,0.1327
47917,1,0.8032
47918,1,0.7517
47919,0,0.3712
47920,0,0.0865
47921,0,0.1065
47922,1,0.9015
47923,0,0.0045
47924,1,0.7979
47925,1,0.8671
47926,0,0.4141
47927,0,0.1512
47928,0,0.1464
47929,1,0.816
47930,1,0.9403
47931,1,0.8837
47932,1,0.9186
47933,0,0.1633
47934,0,0.0008
47935,0,0.1485
47936,0,0.0063
47937,1,0.8074
47938,0,0.2768
47939,1,0.8667
47940,0,0.31
47941,1,0.8729
47942,0,0.3227
47943,0,0.0012
47944,1,0.8426
47945,1,0.6767
47946,1,0.6296
47947,0,0.142
47948,0,0.1091
47949,0,0.4833
47950,1,0.8286
47951,1,0.6845
47952,1,0.9603
47953,1,0.5429
47954,0,0.1331
47955,1,0.9463
47956,0,0.3181
47957,0,0.4063
47958,0,0.0353
47959,1,0.8271
47960,0,0.14
47961,1,0.8322
47962,0,0.3987
47963,0,0.4039
47964,1,0.7729
47965,0,0.4758
47966,0,0.1176
47967,0,0.2093
47968,1,0.9728
47969,1,0.9558
47970,0,0.0133
47971,1,0.9732
47972,0,0.1302
47973,1,0.6624
47974,0,0.0553
47975,0,0.2928
47976,0,0.0736
47977,0,0.0712
47978,0,0.1049
47979,1,0.9117
47980,0,0.0289
47981,1,0.7459
47982,1,0.5398
47983,0,0.136
47984,0,0.2204
47985,1,0.5189
47986,1,0.9358
47987,0,0.0758
47988,1,0.8547
47989,0,0.3228
47990,1,0.8908
47991,1,0.5418
47992,1,0.7262
47993,0,0.1769
47994,1,0.9114
47995,0,0.1129
47996,0,0.0153
47997,0,0.3416
47998,0,0.2464
47999,0,0.1158
48000,0,0.0108
48001,0,0.2857
48002,0,0.3608
48003,0,0.0449
48004,1,0.8476
48005,0,0.3658
48006,0,0.0241
48007,1,0.75
48008,0,0.3701
48009,0,0.081
48010,1,0.9526
48011,0,0.0721
48012,0,0.1314
48013,0,0.29
48014,0,0.4435
48015,0,0.0185
48016,0,0.0098
48017,0,0.2194
48018,0,0.0673
48019,1,0.6253
48020,0,0.215
48021,1,0.7598
48022,0,0.1741
48023,1,0.827
48024,0,0.0832
48025,0,1e-04
48026,1,0.9286
48027,0,0.0038
48028,0,0.1863
48029,1,0.646
48030,1,0.9609
48031,0,0.4194
48032,0,0.1285
48033,1,0.8312
48034,0,0.1231
48035,0,0.1053
48036,0,0.225
48037,0,0.0034
48038,0,0.0012
48039,0,0.2188
48040,0,0.1297
48041,0,0.3187
48042,1,0.7418
48043,1,0.5385
48044,1,0.5142
48045,1,0.8359
48046,0,0.4809
48047,0,0.0183
48048,1,0.838
48049,1,0.8122
48050,1,0.895
48051,0,0.1149
48052,1,0.7792
48053,1,0.7596
48054,1,0.876
48055,1,0.9703
48056,0,0.0321
48057,0,0.184
48058,0,0.0109
48059,0,0.0909
48060,1,0.9006
48061,0,0.0069
48062,0,0.1546
48063,0,0.1924
48064,0,0.1724
48065,0,0.3049
48066,1,0.8981
48067,1,0.6585
48068,1,0.9527
48069,1,0.8002
48070,1,0.6568
48071,0,0.0585
48072,0,0.0191
48073,1,0.502
48074,0,0.0476
48075,1,0.7588
48076,1,0.8804
48077,0,0.0131
48078,0,0.0041
48079,0,0.0723
48080,0,0.0165
48081,0,0.1445
48082,0,0.2096
48083,0,0.1221
48084,0,0.0029
48085,0,0.1948
48086,1,0.5491
48087,0,0.0516
48088,0,0.0471
48089,0,0.0542
48090,0,0.0675
48091,0,0.0765
48092,0,0.4907
48093,0,0.0919
48094,0,0.2583
48095,1,0.9257
48096,0,0.033
48097,0,0.2351
48098,0,0.2276
48099,1,0.5083
48100,1,0.9207
48101,1,0.7885
48102,0,0.4317
48103,0,0.0612
48104,0,0.4701
48105,1,0.7705
48106,0,0.049
48107,1,0.7665
48108,0,0.0002
48109,0,0.0058
48110,1,0.7864
48111,0,0.4157
48112,0,0.0058
48113,1,0.8902
48114,1,0.5411
48115,1,0.9123
48116,1,0.5936
48117,1,0.574
48118,1,0.6504
48119,0,0.0039
48120,1,0.7603
48121,1,0.7956
48122,0,0.1331
48123,0,0.3395
48124,1,0.7745
48125,0,0.0872
48126,1,0.9268
48127,0,0.0526
48128,1,0.7754
48129,0,0.154
48130,1,0.9662
48131,0,0.3578
48132,0,0.334
48133,0,0.0788
48134,1,0.8679
48135,0,0.0042
48136,0,0.4064
48137,0,0.1094
48138,0,0.3218
48139,0,0.137
48140,1,0.9594
48141,1,0.6972
48142,0,0.3015
48143,0,0.1984
48144,0,0.0943
48145,1,0.9037
48146,0,0.0664
48147,0,0.1198
48148,0,0.1013
48149,0,0.3849
48150,0,0.0956
48151,1,0.9296
48152,1,0.5419
48153,0,0.1725
48154,0,0.4936
48155,0,0.0827
48156,0,0.0156
48157,1,0.7279
48158,1,0.5334
48159,0,0.0334
48160,1,0.8998
48161,1,0.5785
48162,0,0.0689
48163,1,0.97
48164,0,0.06
48165,0,0.4291
48166,1,0.7927
48167,1,0.969
48168,1,0.5616
48169,0,0.0002
48170,1,0.6582
48171,0,0.1038
48172,1,0.9021
48173,1,0.7233
48174,1,0.8847
48175,0,0.3606
48176,1,0.7775
48177,0,0.1703
48178,0,0.0992
48179,0,0.0385
48180,1,0.8303
48181,1,0.804
48182,1,0.9402
48183,0,0.0523
48184,0,0.0029
48185,1,0.5462
48186,0,0.3324
48187,0,0.4425
48188,0,0.0774
48189,0,0.0029
48190,1,0.8553
48191,0,0.1158
48192,0,0.4125
48193,1,0.8884
48194,1,0.9815
48195,0,0.132
48196,1,0.7348
48197,1,0.6031
48198,0,0.1947
48199,0,0.001
48200,0,0.3388
48201,0,0.0373
48202,1,0.8157
48203,0,0.0116
48204,0,0.082
48205,0,0.295
48206,0,0.3302
48207,1,0.9206
48208,1,0.9602
48209,0,0.0163
48210,1,0.858
48211,0,0.1878
48212,0,0.0262
48213,0,0.1053
48214,0,0.1907
48215,1,0.8576
48216,1,0.8199
48217,0,0.4994
48218,1,0.8957
48219,0,0.2849
48220,0,0.0145
48221,1,0.6043
48222,0,0.4169
48223,0,0.3875
48224,1,0.7854
48225,1,0.6793
48226,0,0.0011
48227,0,0.0021
48228,0,0.102
48229,0,0.0087
48230,1,0.9755
48231,0,0.1202
48232,0,0.2468
48233,0,0.2385
48234,0,0.3018
48235,0,0.3885
48236,1,0.8594
48237,0,0.41
48238,0,0.3105
48239,1,0.8541
48240,0,0.0444
48241,1,0.8986
48242,1,0.8589
48243,0,0.0044
48244,1,0.8434
48245,0,0.0544
48246,0,0.163
48247,1,0.8342
48248,0,0.4259
48249,1,0.7903
48250,0,0.1591
48251,0,0.2254
48252,0,0.1647
48253,1,0.5762
48254,0,0.0536
48255,0,0.1154
48256,0,0.0324
48257,1,0.7845
48258,0,0.4383
48259,0,0.3441
48260,1,0.5357
48261,0,0.2865
48262,0,0.0633
48263,0,0.0328
48264,0,0.4551
48265,1,0.8167
48266,0,0.1055
48267,0,0.0332
48268,0,0.2549
48269,0,0.0014
48270,1,0.7264
48271,0,0.1103
48272,0,0.4731
48273,0,0.484
48274,0,0.2147
48275,0,0.1309
48276,0,0.0257
48277,1,0.7111
48278,0,0.0532
48279,0,0.0689
48280,0,0.3708
48281,1,0.5313
48282,0,0.2189
48283,1,0.9401
48284,1,0.5437
48285,0,0.1845
48286,1,0.5325
48287,0,0.1044
48288,0,0.0789
48289,0,0.0575
48290,0,0.1384
48291,1,0.5766
48292,0,0.1341
48293,0,0.1613
48294,1,0.5573
48295,0,0.3267
48296,0,0.4066
48297,0,0.3514
48298,0,0.0002
48299,1,0.932
48300,0,0.0033
48301,1,0.849
48302,0,0.049
48303,0,0.0014
48304,1,0.6125
48305,0,0.3273
48306,1,0.627
48307,1,0.909
48308,1,0.7489
48309,0,0.0947
48310,0,0.3151
48311,1,0.8843
48312,0,0.0046
48313,0,0.1583
48314,0,0.416
48315,1,0.8004
48316,0,0.1057
48317,1,0.8071
48318,0,0.0075
48319,1,0.9634
48320,0,0.438
48321,0,0.0567
48322,1,0.7823
48323,0,0.1244
48324,0,0.1074
48325,1,0.6208
48326,1,0.8308
48327,0,0.4851
48328,0,0.2338
48329,0,0.0748
48330,1,0.8063
48331,0,0.3387
48332,1,0.9412
48333,1,0.815
48334,0,0.0772
48335,0,0.064
48336,0,0.1347
48337,0,0.1928
48338,1,0.7446
48339,0,0.0867
48340,1,0.79
48341,0,0.0876
48342,0,0.1178
48343,0,0.2362
48344,0,0.3161
48345,0,0.1005
48346,0,0.0028
48347,0,0.2515
48348,0,0.2308
48349,1,0.5127
48350,0,0.3409
48351,1,0.8688
48352,0,0.0178
48353,1,0.6461
48354,1,0.732
48355,1,0.8422
48356,0,0.0017
48357,0,0.1031
48358,1,0.8112
48359,1,0.7359
48360,0,0.1643
48361,1,0.6793
48362,0,0.2541
48363,1,0.9191
48364,0,0.1724
48365,0,0.4283
48366,0,0.0456
48367,1,0.7151
48368,1,0.7187
48369,1,0.5264
48370,1,0.8571
48371,1,0.7365
48372,0,0.4831
48373,1,0.8925
48374,1,0.9279
48375,0,0.4202
48376,0,0.0248
48377,1,0.899
48378,1,0.8716
48379,0,0.0028
48380,0,0.0014
48381,0,0.0086
48382,1,0.7515
48383,0,0.0419
48384,0,0.0582
48385,0,0.111
48386,0,0.006
48387,0,0.0232
48388,0,0.132
48389,0,0.0031
48390,0,0.1925
48391,1,0.903
48392,1,0.6685
48393,1,0.6499
48394,0,0.1981
48395,1,0.9457
48396,0,0.1027
48397,0,0.2369
48398,0,0.4199
48399,0,0.185
48400,0,0.2125
48401,0,0.1296
48402,0,0.4051
48403,1,0.6665
48404,0,0.0089
48405,0,0.2081
48406,0,0.3618
48407,0,0.0106
48408,0,0.1212
48409,1,0.8234
48410,1,0.6222
48411,0,0.2719
48412,0,0.196
48413,1,0.9477
48414,0,0.0186
48415,1,0.7387
48416,1,0.9297
48417,0,0.0071
48418,0,0.0649
48419,0,0.0472
48420,0,0.198
48421,0,0.0598
48422,0,0.4179
48423,0,0.1724
48424,1,0.8328
48425,1,0.5863
48426,1,0.8221
48427,1,0.9707
48428,1,0.5847
48429,0,0.0712
48430,0,0.0393
48431,0,0.2842
48432,1,0.8745
48433,0,0.1827
48434,1,0.9868
48435,0,0.2369
48436,1,0.8401
48437,0,0.3378
48438,0,0.167
48439,1,0.6884
48440,1,0.6555
48441,0,0.2705
48442,0,0.2559
48443,0,0.0356
48444,0,0.2796
48445,0,0.163
48446,1,0.7161
48447,1,0.9045
48448,1,0.52
48449,1,0.633
48450,0,0.1615
48451,1,0.8446
48452,1,0.878
48453,1,0.6949
48454,0,0.003
48455,0,0.0566
48456,1,0.8119
48457,0,0.3032
48458,1,0.7145
48459,0,0.1915
48460,0,0.3814
48461,1,0.7077
48462,1,0.8406
48463,0,0.1259
48464,0,0.1451
48465,1,0.9083
48466,1,0.6929
48467,1,0.7142
48468,1,0.8043
48469,1,0.9367
48470,0,0.3846
48471,1,0.8777
48472,1,0.5363
48473,0,0.0375
48474,0,0.2338
48475,0,0.0451
48476,1,0.7985
48477,0,0.3956
48478,0,0.08
48479,1,0.5235
48480,0,0.0038
48481,0,0.2966
48482,0,0.3447
48483,0,0.0763
48484,1,0.8633
48485,0,0.0033
48486,0,0.4853
48487,1,0.8706
48488,1,0.8984
48489,0,0.1943
48490,0,0.1532
48491,0,0.1279
48492,0,0.1569
48493,1,0.6827
48494,1,0.5154
48495,1,0.5381
48496,0,0.181
48497,0,0.1964
48498,1,0.8747
48499,0,0.1059
48500,0,0.3403
48501,0,0.0064
48502,1,0.609
48503,0,0.3306
48504,0,0.1549
48505,1,0.9079
48506,1,0.7828
48507,0,0.0348
48508,0,0.4261
48509,0,0.1052
48510,0,0.0002
48511,1,0.848
48512,0,0.0118
48513,0,0.0091
48514,1,0.8837
48515,0,0.3752
48516,0,0.2814
48517,0,0.0753
48518,1,0.5273
48519,0,0.0023
48520,1,0.9287
48521,0,0.327
48522,0,0.1139
48523,0,0.2694
48524,1,0.9659
48525,0,0.0794
48526,1,0.5183
48527,1,0.6284
48528,1,0.7823
48529,0,0.0596
48530,0,0.003
48531,0,0.2225
48532,0,0.0894
48533,0,0.1633
48534,0,0.1037
48535,0,0.3887
48536,1,0.8287
48537,1,0.5983
48538,0,0.1094
48539,0,0.2604
48540,1,0.8779
48541,1,0.8737
48542,1,0.9524
48543,0,0.1211
48544,0,0.2134
48545,0,0.2146
48546,0,0.3332
48547,0,0.0665
48548,0,0.3221
48549,1,0.8364
48550,1,0.8404
48551,1,0.5739
48552,0,0.172
48553,0,0.0992
48554,0,0.124
48555,0,0.2392
48556,0,0.064
48557,1,0.8073
48558,1,0.9013
48559,0,0.2587
48560,0,0.4156
48561,0,0.3043
48562,0,0.3224
48563,1,0.7293
48564,1,0.5962
48565,0,0.04
48566,1,0.9512
48567,1,0.7865
48568,1,0.6046
48569,1,0.9619
48570,1,0.856
48571,0,0.0961
48572,0,0.3081
48573,0,0.0626
48574,1,0.7228
48575,0,0.043
48576,0,0.0019
48577,1,0.8367
48578,0,0.006
48579,0,0.0073
48580,0,0.051
48581,1,0.9768
48582,1,0.7972
48583,1,0.5217
48584,0,0.3348
48585,1,0.8612
48586,0,0.1707
48587,0,0.0009
48588,0,0.1203
48589,0,0.0128
48590,0,0.0254
48591,0,0.3134
48592,0,0.1023
48593,0,0.0685
48594,0,0.0135
48595,1,0.7088
48596,0,0.0084
48597,1,0.898
48598,1,0.833
48599,1,0.6181
48600,1,0.7003
48601,0,0.4954
48602,0,0.0272
48603,1,0.7058
48604,0,0.181
48605,0,0.1073
48606,0,0.0982
48607,0,0.032
48608,0,0.1253
48609,1,0.9583
48610,0,0.0111
48611,0,0.1377
48612,0,0.2581
48613,0,0.0002
48614,0,0.0626
48615,1,0.8002
48616,1,0.9824
48617,0,0.2259
48618,1,0.9463
48619,0,0.2198
48620,0,0.3463
48621,1,0.9069
48622,0,0.4595
